,pokedex_number,generation,is_sub_legendary,is_legendary,is_mythical,type_number,height_m,weight_kg,abilities_number,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,egg_type_number,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
660,562,5,0,0,0,2,0.5,1.5,1,303.0,38.0,55.0,85.0,30.0,65.0,30.0,,,,2,,25.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
661,563,5,0,0,0,1,1.7,76.5,1,483.0,58.0,50.0,145.0,95.0,105.0,30.0,90.0,70.0,169.0,2,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
662,564,5,0,0,0,2,0.7,16.5,3,355.0,54.0,78.0,103.0,53.0,45.0,22.0,45.0,70.0,71.0,2,87.5,30.0,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
663,565,5,0,0,0,2,1.2,81.0,3,495.0,74.0,108.0,133.0,83.0,65.0,32.0,45.0,70.0,173.0,2,87.5,30.0,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
664,566,5,0,0,0,2,0.5,9.5,1,401.0,55.0,112.0,45.0,74.0,45.0,70.0,45.0,70.0,71.0,2,87.5,30.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
665,567,5,0,0,0,2,1.4,32.0,1,567.0,75.0,140.0,65.0,112.0,65.0,110.0,45.0,70.0,177.0,2,87.5,30.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
666,568,5,0,0,0,1,0.6,31.0,3,329.0,50.0,50.0,62.0,40.0,62.0,65.0,190.0,70.0,66.0,1,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
667,569,5,0,0,0,1,1.9,107.3,3,474.0,80.0,95.0,82.0,60.0,82.0,75.0,60.0,70.0,166.0,1,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
668,570,5,0,0,0,1,0.7,12.5,1,330.0,40.0,65.0,40.0,80.0,40.0,65.0,75.0,70.0,66.0,1,87.5,25.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
669,571,5,0,0,0,1,1.6,81.1,1,510.0,60.0,105.0,60.0,120.0,60.0,105.0,45.0,70.0,179.0,1,87.5,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
670,572,5,0,0,0,1,0.4,5.8,3,300.0,55.0,50.0,40.0,40.0,40.0,75.0,255.0,70.0,60.0,1,25.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
671,573,5,0,0,0,1,0.5,7.5,3,470.0,75.0,95.0,60.0,65.0,60.0,115.0,60.0,70.0,165.0,1,25.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
672,574,5,0,0,0,1,0.4,5.8,3,290.0,45.0,30.0,50.0,55.0,65.0,45.0,200.0,70.0,58.0,1,25.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
673,575,5,0,0,0,1,0.7,18.0,3,390.0,60.0,45.0,70.0,75.0,85.0,55.0,100.0,70.0,137.0,1,25.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
674,576,5,0,0,0,1,1.5,44.0,3,490.0,70.0,55.0,95.0,95.0,110.0,65.0,50.0,70.0,221.0,1,25.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
675,577,5,0,0,0,1,0.3,1.0,3,290.0,45.0,30.0,40.0,105.0,50.0,20.0,200.0,70.0,58.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
676,578,5,0,0,0,1,0.6,8.0,3,370.0,65.0,40.0,50.0,125.0,60.0,30.0,100.0,70.0,130.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
677,579,5,0,0,0,1,1.0,20.1,3,490.0,110.0,65.0,75.0,125.0,85.0,30.0,50.0,70.0,221.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
678,580,5,0,0,0,2,0.5,5.5,3,305.0,62.0,44.0,50.0,44.0,50.0,55.0,190.0,70.0,61.0,2,50.0,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
679,581,5,0,0,0,2,1.3,24.2,3,473.0,75.0,87.0,63.0,87.0,63.0,98.0,45.0,70.0,166.0,2,50.0,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
680,582,5,0,0,0,1,0.4,5.7,3,305.0,36.0,50.0,50.0,65.0,60.0,44.0,255.0,70.0,61.0,1,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
681,583,5,0,0,0,1,1.1,41.0,3,395.0,51.0,65.0,65.0,80.0,75.0,59.0,120.0,70.0,138.0,1,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
682,584,5,0,0,0,1,1.3,57.5,3,535.0,71.0,95.0,85.0,110.0,95.0,79.0,45.0,70.0,241.0,1,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
683,585,5,0,0,0,2,0.6,19.5,3,335.0,60.0,60.0,50.0,40.0,50.0,75.0,190.0,70.0,67.0,1,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
684,586,5,0,0,0,2,1.9,92.5,3,475.0,80.0,100.0,70.0,60.0,70.0,95.0,75.0,70.0,166.0,1,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
685,587,5,0,0,0,2,0.4,5.0,2,428.0,55.0,75.0,60.0,75.0,60.0,103.0,200.0,70.0,150.0,1,50.0,20.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
686,588,5,0,0,0,1,0.5,5.9,3,315.0,50.0,75.0,45.0,40.0,45.0,60.0,200.0,70.0,63.0,1,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
687,589,5,0,0,0,2,1.0,33.0,3,495.0,70.0,135.0,105.0,60.0,105.0,20.0,75.0,70.0,173.0,1,50.0,15.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
688,590,5,0,0,0,2,0.2,1.0,2,294.0,69.0,55.0,45.0,55.0,55.0,15.0,190.0,70.0,59.0,1,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
689,591,5,0,0,0,2,0.6,10.5,2,464.0,114.0,85.0,70.0,85.0,80.0,30.0,75.0,70.0,162.0,1,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
690,592,5,0,0,0,2,1.2,33.0,3,335.0,55.0,40.0,50.0,65.0,85.0,40.0,190.0,70.0,67.0,1,50.0,20.0,0.0,0.5,0.0,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
691,593,5,0,0,0,2,2.2,135.0,3,480.0,100.0,60.0,70.0,85.0,105.0,60.0,60.0,70.0,168.0,1,50.0,20.0,0.0,0.5,0.0,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
692,594,5,0,0,0,1,1.2,31.6,3,470.0,165.0,75.0,80.0,40.0,45.0,65.0,75.0,70.0,165.0,2,50.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
693,595,5,0,0,0,2,0.1,0.6,3,319.0,50.0,47.0,50.0,57.0,50.0,65.0,190.0,70.0,64.0,1,50.0,20.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
694,596,5,0,0,0,2,0.8,14.3,3,472.0,70.0,77.0,60.0,97.0,60.0,108.0,75.0,70.0,165.0,1,50.0,20.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
695,597,5,0,0,0,2,0.6,18.8,2,305.0,44.0,50.0,91.0,24.0,86.0,10.0,255.0,70.0,61.0,2,50.0,20.0,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5
696,598,5,0,0,0,2,1.0,110.0,2,489.0,74.0,94.0,131.0,54.0,116.0,20.0,90.0,70.0,171.0,2,50.0,20.0,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5
697,599,5,0,0,0,1,0.3,21.0,3,300.0,40.0,55.0,70.0,45.0,60.0,30.0,130.0,70.0,60.0,1,,20.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
698,600,5,0,0,0,1,0.6,51.0,3,440.0,60.0,80.0,95.0,70.0,85.0,50.0,60.0,70.0,154.0,1,,20.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
699,601,5,0,0,0,1,0.6,81.0,3,520.0,60.0,100.0,115.0,70.0,85.0,90.0,30.0,70.0,234.0,1,,20.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
700,602,5,0,0,0,1,0.2,0.3,1,275.0,35.0,55.0,40.0,45.0,40.0,60.0,190.0,70.0,55.0,1,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
701,603,5,0,0,0,1,1.2,22.0,1,405.0,65.0,85.0,70.0,75.0,70.0,40.0,60.0,70.0,142.0,1,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
702,604,5,0,0,0,1,2.1,80.5,1,515.0,85.0,115.0,80.0,105.0,80.0,50.0,30.0,70.0,232.0,1,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
703,605,5,0,0,0,1,0.5,9.0,3,335.0,55.0,55.0,55.0,85.0,55.0,30.0,255.0,70.0,67.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
704,606,5,0,0,0,1,1.0,34.5,3,485.0,75.0,75.0,75.0,125.0,95.0,40.0,90.0,70.0,170.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
705,607,5,0,0,0,2,0.3,3.1,3,275.0,50.0,30.0,55.0,65.0,55.0,20.0,190.0,70.0,55.0,1,50.0,20.0,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
706,608,5,0,0,0,2,0.6,13.0,3,370.0,60.0,40.0,60.0,95.0,60.0,55.0,90.0,70.0,130.0,1,50.0,20.0,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
707,609,5,0,0,0,2,1.0,34.3,3,520.0,60.0,55.0,90.0,145.0,90.0,80.0,45.0,70.0,234.0,1,50.0,20.0,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
708,610,5,0,0,0,1,0.6,18.0,3,320.0,46.0,87.0,60.0,30.0,40.0,57.0,75.0,35.0,64.0,2,50.0,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
709,611,5,0,0,0,1,1.0,36.0,3,410.0,66.0,117.0,70.0,40.0,50.0,67.0,60.0,35.0,144.0,2,50.0,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
710,612,5,0,0,0,1,1.8,105.5,3,540.0,76.0,147.0,90.0,60.0,70.0,97.0,45.0,35.0,243.0,2,50.0,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
711,613,5,0,0,0,1,0.5,8.5,3,305.0,55.0,70.0,40.0,60.0,40.0,40.0,120.0,70.0,61.0,1,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
712,614,5,0,0,0,1,2.6,260.0,3,505.0,95.0,130.0,80.0,70.0,80.0,50.0,60.0,70.0,177.0,1,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
713,615,5,0,0,0,1,1.1,148.0,1,515.0,80.0,50.0,50.0,95.0,135.0,105.0,25.0,70.0,180.0,1,,25.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
714,616,5,0,0,0,1,0.4,7.7,3,305.0,50.0,40.0,85.0,40.0,65.0,25.0,200.0,70.0,61.0,1,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
715,617,5,0,0,0,1,0.8,25.3,3,495.0,80.0,70.0,40.0,100.0,60.0,145.0,75.0,70.0,173.0,1,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
716,618,5,0,0,0,2,0.7,11.0,3,471.0,109.0,66.0,84.0,81.0,99.0,32.0,75.0,70.0,165.0,2,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
717,618,5,0,0,0,2,0.7,20.5,1,471.0,109.0,81.0,99.0,66.0,84.0,32.0,,,,2,,20.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
718,619,5,0,0,0,1,0.9,20.0,3,350.0,45.0,85.0,50.0,55.0,50.0,65.0,180.0,70.0,70.0,2,50.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
719,620,5,0,0,0,1,1.4,35.5,3,510.0,65.0,125.0,60.0,95.0,60.0,105.0,45.0,70.0,179.0,2,50.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
720,621,5,0,0,0,1,1.6,139.0,3,485.0,77.0,120.0,90.0,60.0,90.0,48.0,45.0,70.0,170.0,2,50.0,30.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
721,622,5,0,0,0,2,1.0,92.0,3,303.0,59.0,74.0,50.0,35.0,50.0,35.0,190.0,70.0,61.0,1,,25.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
722,623,5,0,0,0,2,2.8,330.0,3,483.0,89.0,124.0,80.0,55.0,80.0,55.0,90.0,70.0,169.0,1,,25.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
723,624,5,0,0,0,2,0.5,10.2,3,340.0,45.0,85.0,70.0,40.0,40.0,60.0,120.0,35.0,68.0,1,50.0,20.0,0.5,2.0,1.0,1.0,0.5,0.5,4.0,0.0,2.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0
724,625,5,0,0,0,2,1.6,70.0,3,490.0,65.0,125.0,100.0,60.0,70.0,70.0,45.0,35.0,172.0,1,50.0,20.0,0.5,2.0,1.0,1.0,0.5,0.5,4.0,0.0,2.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0
725,626,5,0,0,0,1,1.6,94.6,3,490.0,95.0,110.0,95.0,40.0,95.0,55.0,45.0,70.0,172.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
726,627,5,0,0,0,2,0.5,10.5,3,350.0,70.0,83.0,50.0,37.0,50.0,60.0,190.0,70.0,70.0,1,100.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
727,628,5,0,0,0,2,1.5,41.0,3,510.0,100.0,123.0,75.0,57.0,75.0,80.0,60.0,70.0,179.0,1,100.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
728,629,5,0,0,0,2,0.5,9.0,3,370.0,70.0,55.0,75.0,45.0,65.0,60.0,190.0,35.0,74.0,1,0.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
729,630,5,0,0,0,2,1.2,39.5,3,510.0,110.0,65.0,105.0,55.0,95.0,80.0,60.0,35.0,179.0,1,0.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
730,631,5,0,0,0,1,1.4,58.0,3,484.0,85.0,97.0,66.0,105.0,66.0,65.0,90.0,70.0,169.0,1,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
731,632,5,0,0,0,2,0.3,33.0,3,484.0,58.0,109.0,112.0,48.0,48.0,109.0,90.0,70.0,169.0,1,50.0,20.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
732,633,5,0,0,0,2,0.8,17.3,1,300.0,52.0,65.0,50.0,45.0,50.0,38.0,45.0,35.0,60.0,1,50.0,40.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0
733,634,5,0,0,0,2,1.4,50.0,1,420.0,72.0,85.0,70.0,65.0,70.0,58.0,45.0,35.0,147.0,1,50.0,40.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0
734,635,5,0,0,0,2,1.8,160.0,1,600.0,92.0,105.0,90.0,125.0,90.0,98.0,45.0,35.0,270.0,1,50.0,40.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0
735,636,5,0,0,0,2,1.1,28.8,2,360.0,55.0,85.0,55.0,50.0,55.0,60.0,45.0,70.0,72.0,1,50.0,40.0,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5
736,637,5,0,0,0,2,1.6,46.0,2,550.0,85.0,60.0,65.0,135.0,105.0,100.0,15.0,70.0,248.0,1,50.0,40.0,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5
737,638,5,1,0,0,2,2.1,250.0,1,580.0,91.0,90.0,129.0,90.0,72.0,108.0,3.0,35.0,261.0,1,,80.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
738,639,5,1,0,0,2,1.9,260.0,1,580.0,91.0,129.0,90.0,72.0,90.0,108.0,3.0,35.0,261.0,1,,80.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,2.0
739,640,5,1,0,0,2,2.0,200.0,1,580.0,91.0,90.0,72.0,90.0,129.0,108.0,3.0,35.0,261.0,1,,80.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
740,641,5,1,0,0,1,1.5,63.0,2,580.0,79.0,115.0,70.0,125.0,80.0,111.0,3.0,90.0,261.0,1,100.0,120.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
741,641,5,1,0,0,1,1.4,63.0,1,580.0,79.0,100.0,80.0,110.0,90.0,121.0,3.0,90.0,261.0,1,100.0,120.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
742,642,5,1,0,0,2,1.5,61.0,2,580.0,79.0,115.0,70.0,125.0,80.0,111.0,3.0,90.0,261.0,1,100.0,120.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
743,642,5,1,0,0,2,3.0,61.0,1,580.0,79.0,105.0,70.0,145.0,80.0,101.0,3.0,90.0,261.0,1,100.0,120.0,1.0,1.0,1.0,0.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
744,643,5,0,1,0,2,3.2,330.0,1,680.0,100.0,120.0,100.0,150.0,120.0,90.0,3.0,0.0,306.0,1,,120.0,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0
745,644,5,0,1,0,2,2.9,345.0,1,680.0,100.0,150.0,120.0,120.0,100.0,90.0,3.0,0.0,306.0,1,,120.0,1.0,0.5,0.5,0.25,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
746,645,5,1,0,0,2,1.5,68.0,2,600.0,89.0,125.0,90.0,115.0,80.0,101.0,3.0,90.0,270.0,1,100.0,120.0,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
747,645,5,1,0,0,2,1.3,68.0,1,600.0,89.0,145.0,90.0,105.0,80.0,91.0,3.0,90.0,270.0,1,100.0,120.0,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
748,646,5,0,1,0,2,3.0,325.0,1,660.0,125.0,130.0,90.0,130.0,90.0,95.0,3.0,0.0,297.0,1,,120.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0
749,646,5,0,1,0,2,3.3,325.0,1,700.0,125.0,170.0,100.0,120.0,90.0,95.0,3.0,0.0,315.0,1,,120.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0
750,646,5,0,1,0,2,3.6,325.0,1,700.0,125.0,120.0,90.0,170.0,100.0,95.0,3.0,0.0,315.0,1,,120.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0
751,647,5,0,0,1,2,1.4,48.5,1,580.0,91.0,72.0,90.0,129.0,90.0,108.0,3.0,35.0,261.0,1,,80.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0
752,647,5,0,0,1,2,1.4,48.5,1,580.0,91.0,72.0,90.0,129.0,90.0,108.0,3.0,35.0,261.0,1,,80.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0
753,648,5,0,0,1,2,0.6,6.5,1,600.0,100.0,77.0,77.0,128.0,128.0,90.0,3.0,100.0,270.0,1,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
